image_path,user_id,vehicle_location,user_location,label
data\face\lfw-deepfunneled/Marcelo_Rios/Marcelo_Rios_0001.jpg,1015,40.7564546248332;-73.98713229896951,40.71578965338346;-74.0053505349759,0
data\face\lfw-deepfunneled/Leonardo_DiCaprio/Leonardo_DiCaprio_0009.jpg,955,40.71248652153746;-74.00579959582907,40.758155583178926;-73.98622665365761,0
data\face\lfw-deepfunneled/Tommy_Franks/Tommy_Franks_0007.jpg,1581,40.75643276098321;-73.98677717275865,40.74963001344451;-73.96829535079857,0
data\face\lfw-deepfunneled/Gary_Carter/Gary_Carter_0001.jpg,508,40.748882026093206;-73.96800132591811,40.71265720048178;-74.00591155540654,0
data\face\lfw-deepfunneled/Harrison_Ford/Harrison_Ford_0011.jpg,591,40.757566076708926;-73.98608702322329,40.75754564580275;-73.98619205075785,1
data\face\lfw-deepfunneled/Jose_Serra/Jose_Serra_0007.jpg,832,40.75765931590717;-73.98592637203262,40.75763126104495;-73.98593857257164,1
data\face\lfw-deepfunneled/Nancy_Pelosi/Nancy_Pelosi_0006.jpg,1171,40.75777100202959;-73.9855021901833,40.71511655122112;-74.00683038236257,0
data\face\lfw-deepfunneled/Guillermo_Coria/Guillermo_Coria_0016.jpg,571,40.757907012854375;-73.98523200250955,40.757899666997176;-73.98514966007302,1
data\face\lfw-deepfunneled/Joseph_Deiss/Joseph_Deiss_0003.jpg,837,40.71246884700684;-74.00517752055868,40.75812731481265;-73.98801208590949,0
data\face\lfw-deepfunneled/Rebekah_Chantay_Revels/Rebekah_Chantay_Revels_0001.jpg,1328,40.750624434618246;-73.96721218243097,40.71282050416979;-74.00569991744585,0
data\face\lfw-deepfunneled/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,42,40.74864954301005;-73.96807384241691,40.74874179380581;-73.96807592193682,1
data\face\lfw-deepfunneled/Mike_Scioscia/Mike_Scioscia_0001.jpg,1133,40.75030813200969;-73.9673460353855,40.75017511899863;-73.96737347887165,1
data\face\lfw-deepfunneled/Nan_Wang/Nan_Wang_0003.jpg,1169,40.75695677100206;-73.98667175044895,40.75675455195304;-73.9867610573179,1
data\face\lfw-deepfunneled/Tom_Hanks/Tom_Hanks_0009.jpg,1575,40.74867168600166;-73.96817061268065,40.74873652511931;-73.96829221046566,1
data\face\lfw-deepfunneled/Paul_McCartney/Paul_McCartney_0001.jpg,1251,40.74882397976855;-73.96794690106321,40.97891510873764;-73.76974279072519,0
data\face\lfw-deepfunneled/Rick_Santorum/Rick_Santorum_0002.jpg,1359,40.894137604085415;-74.14457891353798,40.7116628156796;-74.00475822485606,0
data\face\lfw-deepfunneled/Trent_Lott/Trent_Lott_0016.jpg,1597,40.7491903990244;-73.96929098598021,40.74916911929793;-73.96914337613714,1
data\face\lfw-deepfunneled/Jeong_Se-hyun/Jeong_Se-hyun_0006.jpg,729,40.712538378822494;-74.00577143517665,40.75828425590854;-73.9836100334911,0
data\face\lfw-deepfunneled/Joschka_Fischer/Joschka_Fischer_0004.jpg,825,40.70795049421583;-74.00580702057808,40.74885427505391;-73.96797205229846,0
data\face\lfw-deepfunneled/Miyako_Miyazaki/Miyako_Miyazaki_0001.jpg,1148,40.69340224278859;-73.91173850891569,40.69352500596744;-73.91166662996129,1
data\face\lfw-deepfunneled/Tariq_Aziz/Tariq_Aziz_0006.jpg,1536,40.71240867631944;-74.00373326760463,40.840604628910775;-73.8487070646454,0
data\face\lfw-deepfunneled/Jacques_Chirac/Jacques_Chirac_0017.jpg,656,40.748679581910615;-73.96772906553939,40.54613450228138;-73.86228984285613,0
data\face\lfw-deepfunneled/Angela_Merkel/Angela_Merkel_0004.jpg,88,40.75920181134694;-73.9836072774868,40.75922636345866;-73.98364529857112,1
data\face\lfw-deepfunneled/Horst_Koehler/Horst_Koehler_0002.jpg,623,40.716208608418256;-74.00602895625546,40.71620512337786;-74.00608642819554,1
data\face\lfw-deepfunneled/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,146,40.74887664917468;-73.9680583424402,40.71335748091848;-74.00470136720874,0
data\face\lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0018.jpg,549,40.757940805794696;-73.98512008573974,40.75799742235395;-73.98526575458486,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0260.jpg,532,40.74955020924746;-73.96876284337992,40.7140142692576;-74.00433447653013,0
data\face\lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0032.jpg,111,40.7131073943563;-74.00594211545747,40.74888078212911;-73.96795894311835,0
data\face\lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0075.jpg,111,40.74658343396997;-73.96780159081426,40.71065969638461;-74.00438306915734,0
data\face\lfw-deepfunneled/Xanana_Gusmao/Xanana_Gusmao_0001.jpg,1657,40.74808837425548;-73.96757816767278,40.757972118818095;-73.98528882233148,0
data\face\lfw-deepfunneled/Matt_Damon/Matt_Damon_0001.jpg,1074,40.71115596945184;-74.00747148079749,40.74862133791319;-73.9680120380002,0
data\face\lfw-deepfunneled/Hisao_Oguchi/Hisao_Oguchi_0002.jpg,619,40.71339787533833;-74.00495547331002,40.75657235043775;-73.98321438206169,0
data\face\lfw-deepfunneled/Ellen_DeGeneres/Ellen_DeGeneres_0001.jpg,432,40.74870723877872;-73.96651594584257,40.71271884796104;-74.00619194324518,0
data\face\lfw-deepfunneled/Justin_Leonard/Justin_Leonard_0002.jpg,859,40.74895556292744;-73.96825358012435,40.75724261132393;-73.9862072385018,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0060.jpg,532,40.75764883328806;-73.98521929763352,40.7577639206465;-73.98521511192378,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0153.jpg,532,40.75755163462192;-73.98584662827236,40.712953945392144;-74.00594133861223,0
data\face\lfw-deepfunneled/Hugo_Chavez/Hugo_Chavez_0008.jpg,630,40.74882705544686;-73.96787570316471,40.75789729563044;-73.98551600556608,0
data\face\lfw-deepfunneled/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0025.jpg,840,40.749233530897975;-73.96903819350946,40.749271049558;-73.96908914132833,1
data\face\lfw-deepfunneled/Mariah_Carey/Mariah_Carey_0005.jpg,1023,40.75621856266219;-73.98842813055987,40.71259047266484;-74.00365661730207,0
data\face\lfw-deepfunneled/Hugo_Chavez/Hugo_Chavez_0035.jpg,630,40.7488167342293;-73.96817014546639,40.758374819070674;-73.9850367155891,0
data\face\lfw-deepfunneled/Stanley_Tong/Stanley_Tong_0002.jpg,1502,40.71243861352718;-74.00572800933635,40.71251673079885;-74.00579888499821,1
data\face\lfw-deepfunneled/Tom_Ridge/Tom_Ridge_0025.jpg,1579,40.75670045992393;-73.98503972093425,40.7485559138839;-73.96806521542473,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0204.jpg,309,40.76076412797844;-73.98418516601751,40.7127542044004;-74.00597938807141,0
data\face\lfw-deepfunneled/Ari_Fleischer/Ari_Fleischer_0011.jpg,109,40.74971990013243;-73.96745508491682,40.74964271990291;-73.9674648734776,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0204.jpg,309,40.7555974396287;-73.98822001505086,40.749271049558;-73.96908914132833,0
data\face\lfw-deepfunneled/Mack_Brown/Mack_Brown_0001.jpg,1000,40.74869114067155;-73.96763800612956,40.50096595714575;-73.86453737182534,0
data\face\lfw-deepfunneled/Justin_Leonard/Justin_Leonard_0002.jpg,859,40.74878904070461;-73.9681134984065,40.75787821596819;-73.98552209234977,0
data\face\lfw-deepfunneled/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0026.jpg,994,40.74750811805082;-73.96888601184283,40.71409485576587;-74.00669974306884,0
data\face\lfw-deepfunneled/Jeffrey_Jones/Jeffrey_Jones_0002.jpg,717,40.68466789878555;-73.99641632283625,40.68469132379129;-73.99651446644461,1
data\face\lfw-deepfunneled/Jacques_Chirac/Jacques_Chirac_0001.jpg,656,40.74921429254052;-73.96687333848053,40.74939509750122;-73.96707011050141,1
data\face\lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0002.jpg,856,40.74829367448204;-73.96780588311259,40.71365188333877;-74.00572758640062,0
data\face\lfw-deepfunneled/Franco_Dragone/Franco_Dragone_0001.jpg,485,40.71281511639667;-74.0060801618258,40.75888341559738;-73.98310841457071,0
data\face\lfw-deepfunneled/Alvaro_Uribe/Alvaro_Uribe_0026.jpg,64,40.749079983270285;-73.96773493256933,40.75750616564965;-73.98485389945715,0
data\face\lfw-deepfunneled/Kemal_Dervis/Kemal_Dervis_0002.jpg,882,40.74888083422645;-73.96801735145402,40.75831063378168;-73.98522031579067,0
data\face\lfw-deepfunneled/Nathalie_Baye/Nathalie_Baye_0001.jpg,1184,40.75896549874436;-73.98411733705177,40.71188783953178;-74.00943007692233,0
data\face\lfw-deepfunneled/Enrique_Bolanos/Enrique_Bolanos_0004.jpg,444,40.75811249476472;-73.98523916615298,40.74879681443713;-73.96825582744334,0
data\face\lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0007.jpg,111,40.74772685647209;-73.96892252701701,40.7577639206465;-73.98521511192378,0
data\face\lfw-deepfunneled/Ann_Veneman/Ann_Veneman_0009.jpg,92,40.71289114309609;-74.0058531477268,40.71282586516665;-74.00603100470484,1
data\face\lfw-deepfunneled/Naomi_Watts/Naomi_Watts_0011.jpg,1176,40.75787646499148;-73.98552230137182,40.75785467599368;-73.98568199884029,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0107.jpg,309,40.713142148459326;-74.00581775770434,40.71302896847121;-74.00580467568335,1
data\face\lfw-deepfunneled/Nelson_Mandela/Nelson_Mandela_0004.jpg,1187,40.71131909043742;-74.00738528808765,40.74742531679813;-73.9704282079633,0
data\face\lfw-deepfunneled/Joschka_Fischer/Joschka_Fischer_0018.jpg,825,40.75782894394618;-73.98777326514502,40.74910081553203;-73.96784480117313,0
data\face\lfw-deepfunneled/Megawati_Sukarnoputri/Megawati_Sukarnoputri_0026.jpg,1082,40.74883599004761;-73.96802552773443,40.71342231871544;-74.00580114467576,0
data\face\lfw-deepfunneled/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0017.jpg,840,40.74965363319379;-73.96541875455432,40.71235980080665;-74.00499298988532,0
data\face\lfw-deepfunneled/Paul_Burrell/Paul_Burrell_0005.jpg,1244,40.711804124112454;-74.00487483683875,40.71190824540195;-74.00486515298763,1
data\face\lfw-deepfunneled/Bill_Gates/Bill_Gates_0002.jpg,162,40.74894163360779;-73.96789933736862,40.74886549521327;-73.96800302944551,1
data\face\lfw-deepfunneled/Richard_Gere/Richard_Gere_0008.jpg,1344,40.806238478894585;-73.94866381913047,40.8063421723373;-73.94877474632543,1
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0007.jpg,769,40.74921921613435;-73.96806880227923,40.74926980055678;-73.96805330637176,1
data\face\lfw-deepfunneled/Eduard_Shevardnadze/Eduard_Shevardnadze_0002.jpg,411,40.748853052984025;-73.96927951782037,40.74879758356604;-73.96927705567548,1
data\face\lfw-deepfunneled/Fujio_Cho/Fujio_Cho_0003.jpg,500,40.75811252710508;-73.98706597146904,40.758193115427495;-73.98699394916612,1
data\face\lfw-deepfunneled/Paradorn_Srichaphan/Paradorn_Srichaphan_0005.jpg,1225,40.68490110640907;-73.99656457177558,40.68469132379129;-73.99651446644461,1
data\face\lfw-deepfunneled/Jose_Maria_Aznar/Jose_Maria_Aznar_0020.jpg,829,40.72711391190344;-74.15674046359761,40.750014289219365;-73.96782919589954,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0032.jpg,537,40.748805975781195;-73.96776960872967,40.74879710763546;-73.9678318723508,1
data\face\lfw-deepfunneled/Dominique_de_Villepin/Dominique_de_Villepin_0010.jpg,386,40.71263019661997;-74.00349710223412,40.71261139090307;-74.00340668016891,1
data\face\lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0005.jpg,856,40.75812363457195;-73.98575485698622,40.75807267410468;-73.98578381072387,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0133.jpg,532,40.75796934084752;-73.9856018159402,40.74878000730093;-73.96798382450557,0
data\face\lfw-deepfunneled/Amanda_Beard/Amanda_Beard_0002.jpg,65,40.686066258727855;-73.79185672626188,40.68599737989458;-73.79179277876655,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0503.jpg,532,40.749023515116455;-73.96804967370318,40.74903392708268;-73.96797952026533,1
data\face\lfw-deepfunneled/James_Blake/James_Blake_0013.jpg,660,40.74979928079072;-73.97150070249604,40.74993024768581;-73.97150938950378,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0435.jpg,532,40.75871971011736;-73.98472307814575,40.75882103847088;-73.9846074107822,1
data\face\lfw-deepfunneled/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,0,40.74872166569014;-73.9680768914209,40.74878000730093;-73.96798382450557,1
data\face\lfw-deepfunneled/Dan_Wheldon/Dan_Wheldon_0002.jpg,328,40.74885054682108;-73.96819328009549,40.75806703512959;-73.9850555909556,0
data\face\lfw-deepfunneled/Dolma_Tsering/Dolma_Tsering_0001.jpg,384,40.84337786014096;-73.89546822053157,40.75625206936223;-73.9832692435691,0
data\face\lfw-deepfunneled/Antonio_Banderas/Antonio_Banderas_0001.jpg,103,40.75061655730321;-73.96671320301182,40.713780707831006;-74.00631656091112,0
data\face\lfw-deepfunneled/Madeleine_Albright/Madeleine_Albright_0003.jpg,1001,40.74868706330095;-73.96777399638461,40.71314502990189;-74.00587207411962,0
data\face\lfw-deepfunneled/Horst_Koehler/Horst_Koehler_0002.jpg,623,40.75775283137247;-73.98485285576022,40.712774657361;-74.00615155816533,0
data\face\lfw-deepfunneled/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,23,40.74945938807061;-73.96667713728665,40.74940480757281;-73.96662759991518,1
data\face\lfw-deepfunneled/Rudolph_Giuliani/Rudolph_Giuliani_0001.jpg,1423,40.75773204121911;-73.9849103649524,40.74846494384059;-73.96854244878543,0
data\face\lfw-deepfunneled/Hillary_Clinton/Hillary_Clinton_0007.jpg,616,40.71255175520456;-74.00593480283656,40.71272261554866;-74.00598879468212,1
data\face\lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0020.jpg,856,40.74897650874166;-73.96817287443697,40.7490326885009;-73.96808971632684,1
data\face\lfw-deepfunneled/Mahmoud_Abbas/Mahmoud_Abbas_0029.jpg,1007,40.74900086398871;-73.96797503187994,40.714244104861216;-74.0053620180375,0
data\face\lfw-deepfunneled/Charles_Mathews/Charles_Mathews_0001.jpg,260,40.713524203623386;-74.00575968338065,40.71365188333877;-74.00572758640062,1
data\face\lfw-deepfunneled/Naomi_Watts/Naomi_Watts_0022.jpg,1176,40.71430490715756;-74.00668545098537,40.75808752629912;-73.98571228961362,0
data\face\lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0028.jpg,116,40.74893816670433;-73.96810660755182,40.74881434097271;-73.96803619718354,1
data\face\lfw-deepfunneled/Hashim_Thaci/Hashim_Thaci_0001.jpg,596,40.75809868523497;-73.98513842519506,40.7109322426644;-74.00486649721903,0
data\face\lfw-deepfunneled/Hugo_Chavez/Hugo_Chavez_0036.jpg,630,40.757308592199394;-73.98705929512074,40.75730301466181;-73.98705856406784,1
data\face\lfw-deepfunneled/Rudolph_Giuliani/Rudolph_Giuliani_0010.jpg,1423,40.75727438342694;-73.98314214624774,40.75730958584398;-73.98319530161058,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0026.jpg,309,40.75800700049826;-73.98549686350493,40.74864030144028;-73.96792275223106,0
data\face\lfw-deepfunneled/Keanu_Reeves/Keanu_Reeves_0004.jpg,876,40.71224372375074;-74.00724626413636,40.712167176956186;-74.0071756302817,1
data\face\lfw-deepfunneled/Rita_Wilson/Rita_Wilson_0003.jpg,1368,40.74879370673628;-73.96800784584089,40.75955439159911;-73.9824970194951,0
data\face\lfw-deepfunneled/Nicanor_Duarte_Frutos/Nicanor_Duarte_Frutos_0011.jpg,1191,40.751586897596255;-73.96777897309029,40.757866397099455;-73.98575857367385,0
data\face\lfw-deepfunneled/Jeb_Bush/Jeb_Bush_0004.jpg,712,40.748956837782394;-73.96799015288975,40.74892261811077;-73.96799889933891,1
data\face\lfw-deepfunneled/Kofi_Annan/Kofi_Annan_0005.jpg,908,40.7579987507724;-73.98607748958712,40.74911147404941;-73.96561705960794,0
data\face\lfw-deepfunneled/Enrique_Bolanos/Enrique_Bolanos_0002.jpg,444,40.71342345787559;-74.00551296712754,40.75037858407524;-73.96889169682221,0
data\face\lfw-deepfunneled/Tom_Ridge/Tom_Ridge_0017.jpg,1579,40.667133636476535;-74.28450938252642,40.66710766863006;-74.28455455415167,1
data\face\lfw-deepfunneled/Antonio_Banderas/Antonio_Banderas_0003.jpg,103,40.75685102268826;-73.9836563125701,40.712955225164606;-74.00604205832276,0
data\face\lfw-deepfunneled/David_Beckham/David_Beckham_0027.jpg,338,40.75942649220026;-73.98499275703377,40.74935572789341;-73.96691765624232,0
data\face\lfw-deepfunneled/Franz_Muentefering/Franz_Muentefering_0001.jpg,495,40.87202472561429;-73.99806847569022,40.714697795412064;-74.0036047253081,0
data\face\lfw-deepfunneled/Thaksin_Shinawatra/Thaksin_Shinawatra_0004.jpg,1545,40.7581157922339;-73.9851456241109,40.758117331749645;-73.98536414543507,1
data\face\lfw-deepfunneled/Rupert_Murdoch/Rupert_Murdoch_0001.jpg,1425,40.74869667620791;-73.9683440019955,40.7488167342293;-73.96817014546639,1
data\face\lfw-deepfunneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0001.jpg,1329,40.71176668675764;-74.00730751711825,40.88504451562704;-74.02260290152444,0
data\face\lfw-deepfunneled/Bill_Callahan/Bill_Callahan_0001.jpg,159,40.750013229206566;-73.96650177503284,40.51514661323981;-73.83761448379114,0
data\face\lfw-deepfunneled/Paul_Coppin/Paul_Coppin_0002.jpg,1246,40.74891524526333;-73.96806684059156,40.71094454319313;-74.00579655198683,0
data\face\lfw-deepfunneled/Carla_Del_Ponte/Carla_Del_Ponte_0005.jpg,220,40.65486409186376;-74.1548236185953,40.75755757218728;-73.98554331226806,0
data\face\lfw-deepfunneled/Makhdoom_Amin_Fahim/Makhdoom_Amin_Fahim_0003.jpg,1008,40.74927168077158;-73.96559805250234,40.71209783700184;-74.00660547269486,0
data\face\lfw-deepfunneled/Muhammad_Ali/Muhammad_Ali_0008.jpg,1161,40.77049311776404;-73.87083975049445,40.71304995469877;-74.00608133387605,0
data\face\lfw-deepfunneled/Heather_Mills/Heather_Mills_0003.jpg,601,40.75017836973355;-73.97148110606098,40.71306689330801;-74.00611088975704,0
data\face\lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0004.jpg,116,40.73658632581548;-73.9217613612351,40.71389467721154;-74.00635173555658,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0006.jpg,309,40.71280744803468;-74.00650987175865,40.74901216273291;-73.96770996109937,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0457.jpg,532,40.71296602912376;-74.00626447343261,40.71289009181137;-74.00614805103164,1
data\face\lfw-deepfunneled/Sila_Calderon/Sila_Calderon_0003.jpg,1488,40.71261644037519;-74.00721921832351,40.71271186674126;-74.00714693823475,1
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0077.jpg,1588,40.53048572115589;-73.94558215496026,40.53060832907179;-73.94545034430367,1
data\face\lfw-deepfunneled/Elizabeth_Dole/Elizabeth_Dole_0002.jpg,427,40.74750744249526;-73.96714836438437,40.584130222169;-73.9510092003962,0
data\face\lfw-deepfunneled/Nicole_Kidman/Nicole_Kidman_0015.jpg,1198,40.74769155286918;-73.9690804962114,40.74774886849989;-73.96931457710018,1
data\face\lfw-deepfunneled/Tiger_Woods/Tiger_Woods_0019.jpg,1557,40.71280062824109;-74.00599901305074,40.75776147645255;-73.98605417336924,0
data\face\lfw-deepfunneled/Vladimir_Putin/Vladimir_Putin_0020.jpg,1628,40.71495498606336;-74.0046593078393,40.714931240631074;-74.00471903603517,1
data\face\lfw-deepfunneled/Kofi_Annan/Kofi_Annan_0005.jpg,908,40.756285757302365;-73.98836323405494,40.75621856266219;-73.98842813055987,1
data\face\lfw-deepfunneled/Megawati_Sukarnoputri/Megawati_Sukarnoputri_0021.jpg,1082,40.71199582652102;-74.00588441290058,40.7482757722162;-73.96738372619336,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0015.jpg,392,40.7589615748465;-73.9879875036092,40.759090233080826;-73.98802279795986,1
data\face\lfw-deepfunneled/Jeremy_Shockey/Jeremy_Shockey_0002.jpg,731,40.74962821668293;-73.9684386892341,40.74952545811107;-73.96835464827012,1
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0034.jpg,769,40.75531579742009;-73.98743259306633,40.75536912586482;-73.9872796871823,1
data\face\lfw-deepfunneled/Giuseppe_Gibilisco/Giuseppe_Gibilisco_0001.jpg,546,40.73641838855973;-73.89671400737217,40.73649049068537;-73.89673132394073,1
data\face\lfw-deepfunneled/William_Donaldson/William_Donaldson_0001.jpg,1646,40.7582256567541;-73.98553443029064,40.75809751415614;-73.98553510928603,1
data\face\lfw-deepfunneled/Jimmy_Carter/Jimmy_Carter_0005.jpg,751,40.71295110237428;-74.0060374064803,40.71282800330346;-74.00605496446201,1
data\face\lfw-deepfunneled/Jeremy_Greenstock/Jeremy_Greenstock_0005.jpg,730,40.71296479003578;-74.00573823508927,40.7488679683657;-73.96804570435422,0
data\face\lfw-deepfunneled/Guy_Ritchie/Guy_Ritchie_0002.jpg,577,40.712731500288136;-74.0059387188322,40.71280688513861;-74.00588880245682,1
data\face\lfw-deepfunneled/Ruben_Studdard/Ruben_Studdard_0001.jpg,1421,40.75828662881021;-73.98726264086322,40.7488963399974;-73.96800411447025,0
